month,customer_id,product,compute_hours,gpu_hours,storage_tb_avg,egress_tb,active_projects,active_users
2025-02-01,CUST-0010,object_storage,0.00,0.00,171.72,0.00,7,35
2025-02-01,CUST-0010,network_egress,0.00,0.00,0.00,53.10,6,43
2025-03-01,CUST-0010,compute_standard,6520.17,0.00,0.00,0.00,6,46
2025-03-01,CUST-0010,gpu_a100,0.00,38.59,0.00,0.00,9,39
2025-03-01,CUST-0010,object_storage,0.00,0.00,155.59,0.00,8,52
2025-03-01,CUST-0010,network_egress,0.00,0.00,0.00,45.58,3,45
2025-04-01,CUST-0010,compute_standard,5979.63,0.00,0.00,0.00,7,51
2025-04-01,CUST-0010,gpu_a100,0.00,28.91,0.00,0.00,6,46
2025-04-01,CUST-0010,object_storage,0.00,0.00,143.51,0.00,7,73
2025-04-01,CUST-0010,network_egress,0.00,0.00,0.00,49.28,6,51
2025-05-01,CUST-0010,compute_standard,4735.40,0.00,0.00,0.00,6,48
2025-05-01,CUST-0010,gpu_a100,0.00,31.84,0.00,0.00,8,42
2025-05-01,CUST-0010,object_storage,0.00,0.00,160.90,0.00,4,49
2025-05-01,CUST-0010,network_egress,0.00,0.00,0.00,41.97,9,56
2025-06-01,CUST-0010,compute_standard,6485.75,0.00,0.00,0.00,7,50
2025-06-01,CUST-0010,gpu_a100,0.00,29.47,0.00,0.00,4,48
2025-06-01,CUST-0010,object_storage,0.00,0.00,168.80,0.00,9,49
2025-06-01,CUST-0010,network_egress,0.00,0.00,0.00,46.09,6,49
2025-07-01,CUST-0010,compute_standard,5590.59,0.00,0.00,0.00,7,51
2025-07-01,CUST-0010,gpu_a100,0.00,37.65,0.00,0.00,9,48
2025-07-01,CUST-0010,object_storage,0.00,0.00,163.61,0.00,9,36
2025-07-01,CUST-0010,network_egress,0.00,0.00,0.00,49.17,5,46
2025-08-01,CUST-0010,compute_standard,4582.08,0.00,0.00,0.00,6,37
2025-08-01,CUST-0010,gpu_a100,0.00,22.54,0.00,0.00,8,41
2025-08-01,CUST-0010,object_storage,0.00,0.00,155.00,0.00,9,42
2025-08-01,CUST-0010,network_egress,0.00,0.00,0.00,57.12,7,52
2025-09-01,CUST-0010,compute_standard,4356.12,0.00,0.00,0.00,6,41
2025-09-01,CUST-0010,gpu_a100,0.00,31.21,0.00,0.00,9,41
2025-09-01,CUST-0010,object_storage,0.00,0.00,166.54,0.00,7,41
2025-09-01,CUST-0010,network_egress,0.00,0.00,0.00,47.82,7,55
2025-10-01,CUST-0010,compute_standard,4693.79,0.00,0.00,0.00,11,24
2025-10-01,CUST-0010,gpu_accelerated,0.00,31.90,0.00,0.00,5,36
2025-10-01,CUST-0010,object_storage,0.00,0.00,142.52,0.00,7,28
2025-10-01,CUST-0010,network_egress,0.00,0.00,0.00,57.68,10,49
2025-11-01,CUST-0010,compute_standard,5450.47,0.00,0.00,0.00,6,48
2025-11-01,CUST-0010,gpu_accelerated,0.00,29.20,0.00,0.00,3,38
2025-11-01,CUST-0010,object_storage,0.00,0.00,164.44,0.00,7,42
2025-11-01,CUST-0010,network_egress,0.00,0.00,0.00,60.46,7,70
2025-12-01,CUST-0010,compute_standard,5933.56,0.00,0.00,0.00,11,48
2025-12-01,CUST-0010,gpu_accelerated,0.00,24.60,0.00,0.00,6,57
2025-12-01,CUST-0010,object_storage,0.00,0.00,141.28,0.00,6,48
2025-12-01,CUST-0010,network_egress,0.00,0.00,0.00,49.09,6,31
2026-01-01,CUST-0010,compute_standard,5307.04,0.00,0.00,0.00,7,41
2026-01-01,CUST-0010,gpu_accelerated,0.00,37.98,0.00,0.00,9,40
2026-01-01,CUST-0010,object_storage,0.00,0.00,149.20,0.00,8,58
2026-01-01,CUST-0010,network_egress,0.00,0.00,0.00,45.36,7,35
2026-02-01,CUST-0010,compute_standard,4864.05,0.00,0.00,0.00,6,46
2026-02-01,CUST-0010,gpu_accelerated,0.00,35.92,0.00,0.00,7,49
2026-02-01,CUST-0010,object_storage,0.00,0.00,141.92,0.00,6,50
2026-02-01,CUST-0010,network_egress,0.00,0.00,0.00,54.95,6,39
2026-03-01,CUST-0010,compute_standard,5595.45,0.00,0.00,0.00,7,41
2026-03-01,CUST-0010,gpu_accelerated,0.00,32.37,0.00,0.00,7,36
2026-03-01,CUST-0010,object_storage,0.00,0.00,155.33,0.00,7,33
2026-03-01,CUST-0010,network_egress,0.00,0.00,0.00,40.48,8,41
2026-04-01,CUST-0010,compute_standard,4761.22,0.00,0.00,0.00,6,46
2026-04-01,CUST-0010,gpu_accelerated,0.00,34.36,0.00,0.00,7,39
2026-04-01,CUST-0010,object_storage,0.00,0.00,144.38,0.00,7,43
2026-04-01,CUST-0010,network_egress,0.00,0.00,0.00,56.11,3,51
2026-05-01,CUST-0010,compute_standard,4870.99,0.00,0.00,0.00,7,32
2026-05-01,CUST-0010,gpu_accelerated,0.00,21.06,0.00,0.00,6,43
2026-05-01,CUST-0010,object_storage,0.00,0.00,152.38,0.00,5,47
2026-05-01,CUST-0010,network_egress,0.00,0.00,0.00,40.67,7,28
2024-01-01,CUST-0011,compute_standard,8638.98,0.00,0.00,0.00,5,41
2024-01-01,CUST-0011,gpu_a100,0.00,141.74,0.00,0.00,6,33
2024-01-01,CUST-0011,object_storage,0.00,0.00,26.03,0.00,8,45
2024-01-01,CUST-0011,network_egress,0.00,0.00,0.00,33.98,10,46
2024-02-01,CUST-0011,compute_standard,8489.27,0.00,0.00,0.00,5,43
2024-02-01,CUST-0011,gpu_a100,0.00,106.07,0.00,0.00,7,33
2024-02-01,CUST-0011,object_storage,0.00,0.00,23.79,0.00,9,35
2024-02-01,CUST-0011,network_egress,0.00,0.00,0.00,28.28,8,29
2024-03-01,CUST-0011,compute_standard,8937.04,0.00,0.00,0.00,7,40
2024-03-01,CUST-0011,gpu_a100,0.00,123.00,0.00,0.00,4,42
2024-03-01,CUST-0011,object_storage,0.00,0.00,24.59,0.00,5,26
2024-03-01,CUST-0011,network_egress,0.00,0.00,0.00,30.14,7,37
2024-04-01,CUST-0011,compute_standard,7062.24,0.00,0.00,0.00,7,43
2024-04-01,CUST-0011,gpu_a100,0.00,83.12,0.00,0.00,4,51
2024-04-01,CUST-0011,object_storage,0.00,0.00,21.41,0.00,11,38
2024-04-01,CUST-0011,network_egress,0.00,0.00,0.00,23.57,7,43
2024-05-01,CUST-0011,compute_standard,7606.20,0.00,0.00,0.00,11,41
2024-05-01,CUST-0011,gpu_a100,0.00,121.65,0.00,0.00,9,40
2024-05-01,CUST-0011,object_storage,0.00,0.00,20.74,0.00,7,61
2024-05-01,CUST-0011,network_egress,0.00,0.00,0.00,28.38,10,52
2024-06-01,CUST-0011,compute_standard,5555.94,0.00,0.00,0.00,7,47
2024-06-01,CUST-0011,gpu_a100,0.00,82.56,0.00,0.00,5,31
2024-06-01,CUST-0011,object_storage,0.00,0.00,21.81,0.00,8,61
2024-06-01,CUST-0011,network_egress,0.00,0.00,0.00,28.80,6,49
2024-07-01,CUST-0011,compute_standard,7157.49,0.00,0.00,0.00,5,47
2024-07-01,CUST-0011,gpu_a100,0.00,79.91,0.00,0.00,6,32
2024-07-01,CUST-0011,object_storage,0.00,0.00,20.55,0.00,10,29
2024-07-01,CUST-0011,network_egress,0.00,0.00,0.00,18.89,3,42
2024-08-01,CUST-0011,compute_standard,6854.13,0.00,0.00,0.00,8,49
2024-08-01,CUST-0011,gpu_a100,0.00,83.80,0.00,0.00,10,47
2024-08-01,CUST-0011,object_storage,0.00,0.00,18.71,0.00,4,34
2024-08-01,CUST-0011,network_egress,0.00,0.00,0.00,18.37,8,41
2024-09-01,CUST-0011,compute_standard,5322.72,0.00,0.00,0.00,8,47
2024-09-01,CUST-0011,gpu_a100,0.00,95.12,0.00,0.00,5,21
2024-09-01,CUST-0011,object_storage,0.00,0.00,18.54,0.00,7,36
2024-09-01,CUST-0011,network_egress,0.00,0.00,0.00,24.69,9,37
2024-10-01,CUST-0011,compute_standard,5987.52,0.00,0.00,0.00,7,43
2024-10-01,CUST-0011,gpu_a100,0.00,54.79,0.00,0.00,3,56
2024-10-01,CUST-0011,object_storage,0.00,0.00,20.99,0.00,8,63
2024-10-01,CUST-0011,network_egress,0.00,0.00,0.00,23.88,9,50
2024-11-01,CUST-0011,compute_standard,6616.16,0.00,0.00,0.00,4,28
2024-11-01,CUST-0011,gpu_a100,0.00,72.39,0.00,0.00,7,44
2024-11-01,CUST-0011,object_storage,0.00,0.00,19.87,0.00,10,49
2024-11-01,CUST-0011,network_egress,0.00,0.00,0.00,21.54,7,56
2024-12-01,CUST-0011,compute_standard,5389.59,0.00,0.00,0.00,4,52
2024-12-01,CUST-0011,gpu_a100,0.00,88.55,0.00,0.00,10,42
2024-12-01,CUST-0011,object_storage,0.00,0.00,16.59,0.00,9,42
2024-12-01,CUST-0011,network_egress,0.00,0.00,0.00,14.54,11,39
2025-01-01,CUST-0011,compute_standard,5120.34,0.00,0.00,0.00,8,41
2025-01-01,CUST-0011,gpu_a100,0.00,64.25,0.00,0.00,4,47
2025-01-01,CUST-0011,object_storage,0.00,0.00,16.04,0.00,5,49
2025-01-01,CUST-0011,network_egress,0.00,0.00,0.00,17.83,4,55
2025-02-01,CUST-0011,compute_standard,3779.09,0.00,0.00,0.00,5,26
2025-02-01,CUST-0011,gpu_a100,0.00,38.75,0.00,0.00,9,44
2025-02-01,CUST-0011,object_storage,0.00,0.00,16.52,0.00,6,29
2025-02-01,CUST-0011,network_egress,0.00,0.00,0.00,18.80,7,43
2025-03-01,CUST-0011,compute_standard,3373.72,0.00,0.00,0.00,6,39
2025-03-01,CUST-0011,gpu_a100,0.00,64.56,0.00,0.00,5,38
2025-03-01,CUST-0011,object_storage,0.00,0.00,15.29,0.00,8,30
2025-03-01,CUST-0011,network_egress,0.00,0.00,0.00,12.29,6,37
2025-04-01,CUST-0011,compute_standard,3574.38,0.00,0.00,0.00,7,40
2025-04-01,CUST-0011,gpu_a100,0.00,39.66,0.00,0.00,5,30
2025-04-01,CUST-0011,object_storage,0.00,0.00,16.88,0.00,8,32
2025-04-01,CUST-0011,network_egress,0.00,0.00,0.00,16.33,3,48
2025-05-01,CUST-0011,compute_standard,3928.31,0.00,0.00,0.00,8,34
2025-05-01,CUST-0011,gpu_a100,0.00,56.01,0.00,0.00,6,28
2025-05-01,CUST-0011,object_storage,0.00,0.00,15.55,0.00,5,53
2025-05-01,CUST-0011,network_egress,0.00,0.00,0.00,11.28,2,57
2025-06-01,CUST-0011,compute_standard,3751.29,0.00,0.00,0.00,9,56
2025-06-01,CUST-0011,gpu_a100,0.00,53.26,0.00,0.00,7,30
2025-06-01,CUST-0011,object_storage,0.00,0.00,14.02,0.00,9,42
2025-06-01,CUST-0011,network_egress,0.00,0.00,0.00,15.15,8,39
2025-07-01,CUST-0011,compute_standard,3470.93,0.00,0.00,0.00,8,47
2025-07-01,CUST-0011,gpu_a100,0.00,53.72,0.00,0.00,7,21
2025-07-01,CUST-0011,object_storage,0.00,0.00,15.57,0.00,8,42
2025-07-01,CUST-0011,network_egress,0.00,0.00,0.00,14.96,9,36
2025-08-01,CUST-0011,compute_standard,3412.34,0.00,0.00,0.00,6,36
2025-08-01,CUST-0011,gpu_a100,0.00,28.22,0.00,0.00,6,27
2025-08-01,CUST-0011,object_storage,0.00,0.00,14.16,0.00,8,37
2025-08-01,CUST-0011,network_egress,0.00,0.00,0.00,10.38,6,42
2025-09-01,CUST-0011,compute_standard,2904.81,0.00,0.00,0.00,6,48
2025-09-01,CUST-0011,gpu_a100,0.00,43.17,0.00,0.00,7,52
2025-09-01,CUST-0011,object_storage,0.00,0.00,13.29,0.00,6,48
2025-09-01,CUST-0011,network_egress,0.00,0.00,0.00,13.37,3,39
2025-10-01,CUST-0011,compute_standard,2688.35,0.00,0.00,0.00,11,54
2025-10-01,CUST-0011,gpu_accelerated,0.00,51.84,0.00,0.00,7,49
2025-10-01,CUST-0011,object_storage,0.00,0.00,14.50,0.00,5,32
2025-10-01,CUST-0011,network_egress,0.00,0.00,0.00,8.79,9,41
2025-12-01,CUST-0011,compute_standard,2817.44,0.00,0.00,0.00,7,40
2025-12-01,CUST-0011,gpu_accelerated,0.00,38.46,0.00,0.00,9,30
2025-12-01,CUST-0011,object_storage,0.00,0.00,14.13,0.00,5,58
2025-12-01,CUST-0011,network_egress,0.00,0.00,0.00,9.15,10,41
2026-05-01,CUST-0011,compute_standard,2224.38,0.00,0.00,0.00,5,46
2026-05-01,CUST-0011,gpu_accelerated,0.00,33.03,0.00,0.00,2,47
2026-05-01,CUST-0011,object_storage,0.00,0.00,11.43,0.00,4,43
2026-05-01,CUST-0011,network_egress,0.00,0.00,0.00,8.49,6,41
2025-06-01,CUST-0012,compute_standard,1059.48,0.00,0.00,0.00,1,32
2025-06-01,CUST-0012,gpu_a100,0.00,78.38,0.00,0.00,4,7
2025-06-01,CUST-0012,object_storage,0.00,0.00,6.48,0.00,5,23
2025-06-01,CUST-0012,network_egress,0.00,0.00,0.00,14.26,3,6
2025-07-01,CUST-0012,compute_standard,948.01,0.00,0.00,0.00,1,10
2025-07-01,CUST-0012,gpu_a100,0.00,88.40,0.00,0.00,2,1
2025-07-01,CUST-0012,object_storage,0.00,0.00,7.03,0.00,3,22
2025-07-01,CUST-0012,network_egress,0.00,0.00,0.00,16.62,2,33
2025-08-01,CUST-0012,compute_standard,867.44,0.00,0.00,0.00,1,1
2025-08-01,CUST-0012,gpu_a100,0.00,77.37,0.00,0.00,1,9
2025-08-01,CUST-0012,object_storage,0.00,0.00,5.67,0.00,2,3
2025-08-01,CUST-0012,network_egress,0.00,0.00,0.00,16.43,3,12
2025-10-01,CUST-0012,compute_standard,642.87,0.00,0.00,0.00,1,18
2025-10-01,CUST-0012,gpu_accelerated,0.00,39.30,0.00,0.00,3,24
2025-10-01,CUST-0012,object_storage,0.00,0.00,6.00,0.00,1,4
2025-10-01,CUST-0012,network_egress,0.00,0.00,0.00,13.66,1,1
2026-04-01,CUST-0012,compute_standard,549.17,0.00,0.00,0.00,1,17
2026-04-01,CUST-0012,gpu_accelerated,0.00,41.54,0.00,0.00,1,24
2026-04-01,CUST-0012,object_storage,0.00,0.00,4.65,0.00,4,18
2026-04-01,CUST-0012,network_egress,0.00,0.00,0.00,8.92,4,14
2026-05-01,CUST-0012,compute_standard,475.43,0.00,0.00,0.00,7,25
2026-05-01,CUST-0012,gpu_accelerated,0.00,37.73,0.00,0.00,1,8
2026-05-01,CUST-0012,object_storage,0.00,0.00,4.44,0.00,6,27
2026-05-01,CUST-0012,network_egress,0.00,0.00,0.00,8.15,3,22
2025-04-01,CUST-0013,compute_standard,6688.28,0.00,0.00,0.00,5,43
2025-04-01,CUST-0013,gpu_a100,0.00,599.12,0.00,0.00,8,47
2025-04-01,CUST-0013,object_storage,0.00,0.00,39.77,0.00,5,37
2025-04-01,CUST-0013,network_egress,0.00,0.00,0.00,43.17,6,45
2025-05-01,CUST-0013,compute_standard,5932.46,0.00,0.00,0.00,6,40
2025-05-01,CUST-0013,gpu_a100,0.00,386.71,0.00,0.00,4,41
2025-05-01,CUST-0013,object_storage,0.00,0.00,34.88,0.00,5,48
2025-05-01,CUST-0013,network_egress,0.00,0.00,0.00,61.68,7,50
2025-06-01,CUST-0013,compute_standard,5894.28,0.00,0.00,0.00,7,53
2025-06-01,CUST-0013,gpu_a100,0.00,386.03,0.00,0.00,5,29
2025-06-01,CUST-0013,object_storage,0.00,0.00,38.05,0.00,5,50
2025-06-01,CUST-0013,network_egress,0.00,0.00,0.00,46.96,8,38
2025-07-01,CUST-0013,compute_standard,5700.56,0.00,0.00,0.00,8,32
2025-07-01,CUST-0013,gpu_a100,0.00,580.44,0.00,0.00,7,24
2025-07-01,CUST-0013,object_storage,0.00,0.00,39.44,0.00,8,44
2025-07-01,CUST-0013,network_egress,0.00,0.00,0.00,54.70,9,36
2025-08-01,CUST-0013,compute_standard,5622.13,0.00,0.00,0.00,4,49
2025-08-01,CUST-0013,gpu_a100,0.00,570.43,0.00,0.00,9,68
2025-08-01,CUST-0013,object_storage,0.00,0.00,39.39,0.00,6,40
2025-08-01,CUST-0013,network_egress,0.00,0.00,0.00,60.00,9,49
2025-09-01,CUST-0013,compute_standard,5625.12,0.00,0.00,0.00,8,60
2025-09-01,CUST-0013,gpu_a100,0.00,321.50,0.00,0.00,8,28
2025-09-01,CUST-0013,object_storage,0.00,0.00,34.63,0.00,8,48
2025-09-01,CUST-0013,network_egress,0.00,0.00,0.00,43.00,5,48
2025-10-01,CUST-0013,compute_standard,5215.23,0.00,0.00,0.00,7,46
2025-10-01,CUST-0013,gpu_accelerated,0.00,321.65,0.00,0.00,7,40
2025-10-01,CUST-0013,object_storage,0.00,0.00,38.72,0.00,4,43
2025-10-01,CUST-0013,network_egress,0.00,0.00,0.00,64.72,7,35
2025-11-01,CUST-0013,compute_standard,5249.42,0.00,0.00,0.00,4,34
2025-11-01,CUST-0013,gpu_accelerated,0.00,526.91,0.00,0.00,8,36
2025-11-01,CUST-0013,object_storage,0.00,0.00,35.63,0.00,8,39
2025-11-01,CUST-0013,network_egress,0.00,0.00,0.00,59.98,9,39
2025-12-01,CUST-0013,compute_standard,6826.70,0.00,0.00,0.00,6,62
2025-12-01,CUST-0013,gpu_accelerated,0.00,405.44,0.00,0.00,5,51
2025-12-01,CUST-0013,object_storage,0.00,0.00,34.48,0.00,6,34
2025-12-01,CUST-0013,network_egress,0.00,0.00,0.00,61.29,7,53
2026-01-01,CUST-0013,compute_standard,4854.58,0.00,0.00,0.00,8,39
2026-01-01,CUST-0013,gpu_accelerated,0.00,554.18,0.00,0.00,7,39
2026-01-01,CUST-0013,object_storage,0.00,0.00,39.42,0.00,5,29
2026-01-01,CUST-0013,network_egress,0.00,0.00,0.00,44.75,5,44
2026-02-01,CUST-0013,compute_standard,5171.36,0.00,0.00,0.00,7,53
2026-02-01,CUST-0013,gpu_accelerated,0.00,541.82,0.00,0.00,6,42
2026-02-01,CUST-0013,object_storage,0.00,0.00,40.01,0.00,4,37
2026-02-01,CUST-0013,network_egress,0.00,0.00,0.00,48.40,7,33
2026-03-01,CUST-0013,compute_standard,6215.55,0.00,0.00,0.00,10,38
2026-03-01,CUST-0013,gpu_accelerated,0.00,438.91,0.00,0.00,5,33
2026-03-01,CUST-0013,object_storage,0.00,0.00,35.28,0.00,10,43
2026-03-01,CUST-0013,network_egress,0.00,0.00,0.00,63.04,4,47
2026-04-01,CUST-0013,compute_standard,4667.43,0.00,0.00,0.00,8,54
2026-04-01,CUST-0013,gpu_accelerated,0.00,417.92,0.00,0.00,6,45
2026-04-01,CUST-0013,object_storage,0.00,0.00,34.05,0.00,8,20
2026-04-01,CUST-0013,network_egress,0.00,0.00,0.00,57.80,7,27
2026-05-01,CUST-0013,compute_standard,6411.72,0.00,0.00,0.00,7,42
2026-05-01,CUST-0013,gpu_accelerated,0.00,388.79,0.00,0.00,6,43
2026-05-01,CUST-0013,object_storage,0.00,0.00,38.52,0.00,9,41
2026-05-01,CUST-0013,network_egress,0.00,0.00,0.00,42.85,10,42
2024-01-01,CUST-0014,compute_standard,3316.39,0.00,0.00,0.00,3,3
2024-01-01,CUST-0014,gpu_a100,0.00,79.65,0.00,0.00,3,22
2024-01-01,CUST-0014,object_storage,0.00,0.00,69.29,0.00,1,30
2024-01-01,CUST-0014,network_egress,0.00,0.00,0.00,22.02,1,16
2024-02-01,CUST-0014,compute_standard,3489.17,0.00,0.00,0.00,5,7
2024-02-01,CUST-0014,gpu_a100,0.00,114.20,0.00,0.00,3,31
2024-02-01,CUST-0014,object_storage,0.00,0.00,79.62,0.00,1,20
2024-02-01,CUST-0014,network_egress,0.00,0.00,0.00,20.19,2,19
2024-03-01,CUST-0014,compute_standard,2880.34,0.00,0.00,0.00,3,15
2024-03-01,CUST-0014,gpu_a100,0.00,107.03,0.00,0.00,1,17
2024-03-01,CUST-0014,object_storage,0.00,0.00,71.30,0.00,3,18
2024-03-01,CUST-0014,network_egress,0.00,0.00,0.00,16.99,8,17
2024-04-01,CUST-0014,compute_standard,3375.29,0.00,0.00,0.00,1,31
2024-04-01,CUST-0014,gpu_a100,0.00,75.59,0.00,0.00,4,11
2024-04-01,CUST-0014,object_storage,0.00,0.00,73.26,0.00,2,14
2024-04-01,CUST-0014,network_egress,0.00,0.00,0.00,13.97,3,6
2024-05-01,CUST-0014,compute_standard,3132.46,0.00,0.00,0.00,4,1
2024-05-01,CUST-0014,gpu_a100,0.00,48.80,0.00,0.00,1,9
2024-05-01,CUST-0014,object_storage,0.00,0.00,65.37,0.00,4,12
2024-05-01,CUST-0014,network_egress,0.00,0.00,0.00,18.33,2,16
2024-06-01,CUST-0014,compute_standard,2752.73,0.00,0.00,0.00,1,16
2024-06-01,CUST-0014,gpu_a100,0.00,81.57,0.00,0.00,3,22
2024-06-01,CUST-0014,object_storage,0.00,0.00,65.85,0.00,6,15
2024-06-01,CUST-0014,network_egress,0.00,0.00,0.00,16.04,6,14
2024-07-01,CUST-0014,compute_standard,2794.70,0.00,0.00,0.00,2,32
2024-07-01,CUST-0014,gpu_a100,0.00,66.81,0.00,0.00,1,20
2024-07-01,CUST-0014,object_storage,0.00,0.00,70.28,0.00,4,27
2024-07-01,CUST-0014,network_egress,0.00,0.00,0.00,17.23,4,19
2024-08-01,CUST-0014,compute_standard,2995.00,0.00,0.00,0.00,1,14
2024-08-01,CUST-0014,gpu_a100,0.00,71.70,0.00,0.00,1,18
2024-08-01,CUST-0014,object_storage,0.00,0.00,68.22,0.00,2,20
2024-08-01,CUST-0014,network_egress,0.00,0.00,0.00,14.30,4,11
2024-09-01,CUST-0014,compute_standard,2211.28,0.00,0.00,0.00,1,14
2024-09-01,CUST-0014,gpu_a100,0.00,64.82,0.00,0.00,2,7
2024-09-01,CUST-0014,object_storage,0.00,0.00,67.09,0.00,1,5
2024-09-01,CUST-0014,network_egress,0.00,0.00,0.00,11.82,3,12
2024-10-01,CUST-0014,compute_standard,2107.42,0.00,0.00,0.00,1,9
2024-10-01,CUST-0014,gpu_a100,0.00,80.20,0.00,0.00,2,18
2024-10-01,CUST-0014,object_storage,0.00,0.00,59.96,0.00,1,18
2024-10-01,CUST-0014,network_egress,0.00,0.00,0.00,14.21,1,19
2024-11-01,CUST-0014,compute_standard,2404.04,0.00,0.00,0.00,1,15
2024-11-01,CUST-0014,gpu_a100,0.00,72.50,0.00,0.00,1,35
2024-11-01,CUST-0014,object_storage,0.00,0.00,57.17,0.00,2,35
2024-11-01,CUST-0014,network_egress,0.00,0.00,0.00,11.42,1,15
2024-12-01,CUST-0014,compute_standard,2945.49,0.00,0.00,0.00,3,11
2024-12-01,CUST-0014,gpu_a100,0.00,60.22,0.00,0.00,3,26
2024-12-01,CUST-0014,object_storage,0.00,0.00,66.17,0.00,4,27
2024-12-01,CUST-0014,network_egress,0.00,0.00,0.00,14.13,1,22
2025-01-01,CUST-0014,compute_standard,2472.84,0.00,0.00,0.00,5,22
2025-01-01,CUST-0014,gpu_a100,0.00,70.83,0.00,0.00,2,6
2025-01-01,CUST-0014,object_storage,0.00,0.00,57.28,0.00,4,27
2025-01-01,CUST-0014,network_egress,0.00,0.00,0.00,13.88,3,20
2025-02-01,CUST-0014,compute_standard,2295.60,0.00,0.00,0.00,5,26
2025-02-01,CUST-0014,gpu_a100,0.00,65.63,0.00,0.00,2,6
2025-02-01,CUST-0014,object_storage,0.00,0.00,62.92,0.00,2,11
2025-02-01,CUST-0014,network_egress,0.00,0.00,0.00,10.28,4,15
2025-03-01,CUST-0014,compute_standard,1857.79,0.00,0.00,0.00,4,27
2025-03-01,CUST-0014,gpu_a100,0.00,49.64,0.00,0.00,1,18
2025-03-01,CUST-0014,object_storage,0.00,0.00,57.09,0.00,1,20
2025-03-01,CUST-0014,network_egress,0.00,0.00,0.00,9.26,1,1
2025-04-01,CUST-0014,compute_standard,1660.52,0.00,0.00,0.00,1,24
2025-04-01,CUST-0014,gpu_a100,0.00,35.40,0.00,0.00,3,3
2025-04-01,CUST-0014,object_storage,0.00,0.00,50.23,0.00,3,13
2025-04-01,CUST-0014,network_egress,0.00,0.00,0.00,10.99,1,14
2025-05-01,CUST-0014,compute_standard,1896.07,0.00,0.00,0.00,4,19
2025-05-01,CUST-0014,gpu_a100,0.00,59.63,0.00,0.00,4,16
2025-05-01,CUST-0014,object_storage,0.00,0.00,52.36,0.00,1,24
2025-05-01,CUST-0014,network_egress,0.00,0.00,0.00,8.61,6,20
2025-06-01,CUST-0014,compute_standard,1510.28,0.00,0.00,0.00,2,4
2025-06-01,CUST-0014,gpu_a100,0.00,36.88,0.00,0.00,4,20
2025-06-01,CUST-0014,object_storage,0.00,0.00,53.09,0.00,1,35
2025-06-01,CUST-0014,network_egress,0.00,0.00,0.00,10.58,4,11
2025-07-01,CUST-0014,compute_standard,1619.24,0.00,0.00,0.00,1,12
2025-07-01,CUST-0014,gpu_a100,0.00,46.74,0.00,0.00,1,12
2025-07-01,CUST-0014,object_storage,0.00,0.00,49.14,0.00,4,8
2025-07-01,CUST-0014,network_egress,0.00,0.00,0.00,10.21,5,26
2025-08-01,CUST-0014,compute_standard,1738.44,0.00,0.00,0.00,4,20
2025-08-01,CUST-0014,gpu_a100,0.00,27.68,0.00,0.00,5,27
2025-08-01,CUST-0014,object_storage,0.00,0.00,51.05,0.00,1,9
2025-08-01,CUST-0014,network_egress,0.00,0.00,0.00,8.67,3,15
2025-09-01,CUST-0014,compute_standard,1478.80,0.00,0.00,0.00,6,14
2025-09-01,CUST-0014,gpu_a100,0.00,49.57,0.00,0.00,1,4
2025-09-01,CUST-0014,object_storage,0.00,0.00,52.36,0.00,4,11
2025-09-01,CUST-0014,network_egress,0.00,0.00,0.00,8.57,1,23
2025-10-01,CUST-0014,compute_standard,1776.09,0.00,0.00,0.00,3,22
2025-10-01,CUST-0014,gpu_accelerated,0.00,41.29,0.00,0.00,1,17
2025-10-01,CUST-0014,object_storage,0.00,0.00,47.59,0.00,1,24
2025-10-01,CUST-0014,network_egress,0.00,0.00,0.00,9.88,1,1
2024-09-01,CUST-0015,compute_standard,4828.46,0.00,0.00,0.00,2,7
2024-09-01,CUST-0015,gpu_a100,0.00,263.19,0.00,0.00,1,19
2024-09-01,CUST-0015,object_storage,0.00,0.00,53.58,0.00,3,28
2024-09-01,CUST-0015,network_egress,0.00,0.00,0.00,24.40,3,1
2024-10-01,CUST-0015,compute_standard,3688.95,0.00,0.00,0.00,5,28
2024-10-01,CUST-0015,gpu_a100,0.00,257.01,0.00,0.00,2,12
2024-10-01,CUST-0015,object_storage,0.00,0.00,55.37,0.00,3,15
2024-10-01,CUST-0015,network_egress,0.00,0.00,0.00,21.99,1,14
2024-11-01,CUST-0015,compute_standard,5405.53,0.00,0.00,0.00,4,16
2024-11-01,CUST-0015,gpu_a100,0.00,390.30,0.00,0.00,3,18
2024-11-01,CUST-0015,object_storage,0.00,0.00,53.64,0.00,3,16
2024-11-01,CUST-0015,network_egress,0.00,0.00,0.00,19.57,3,5
2024-12-01,CUST-0015,compute_standard,4706.39,0.00,0.00,0.00,4,16
2024-12-01,CUST-0015,gpu_a100,0.00,363.34,0.00,0.00,4,1
2024-12-01,CUST-0015,object_storage,0.00,0.00,56.71,0.00,4,28
2024-12-01,CUST-0015,network_egress,0.00,0.00,0.00,20.90,5,31
2025-01-01,CUST-0015,compute_standard,4324.01,0.00,0.00,0.00,1,26
2025-01-01,CUST-0015,gpu_a100,0.00,292.07,0.00,0.00,3,15
2025-01-01,CUST-0015,object_storage,0.00,0.00,59.68,0.00,8,6
2025-01-01,CUST-0015,network_egress,0.00,0.00,0.00,27.11,2,21
2025-02-01,CUST-0015,compute_standard,4290.93,0.00,0.00,0.00,3,9
